#{"t_start": 1606266109.279531, "env_id": null}
r,l,t
-85.378429,363,650.139037
-551.289308,330,650.546728
-954.449249,186,650.74477
-50.741797,192,650.975145
-1701.76547,509,651.592371
-614.581516,527,652.236708
-3540.526345,626,652.980681
-260.7105,152,653.168424
-386.585465,292,653.528933
-355.713431,298,653.906063
-398.045953,104,654.028275
-300.160146,185,654.247216
-2642.956826,554,654.926413
-930.843329,182,655.147328
42.605311,25,655.177897
-3672.581262,679,656.005841
-119.21689,240,656.289135
-612.644328,190,656.521065
-442.081769,117,656.661424
-444.207247,107,656.793886
-44.000525,40,656.854902
-2258.754367,608,657.589611
-4055.654279,539,658.236849
-779.093862,446,658.785021
-5724.341234,610,659.526929
-277.765427,111,659.663617
-460.114066,343,660.068516
-2789.56482,427,660.600289
-1215.236757,410,661.06997
-396.346535,270,661.392949
-181.681929,93,661.507725
-5215.242199,548,662.178796
83.850114,66,662.26285
-3856.185405,529,662.890559
-650.587441,183,663.127081
-7809.833348,627,663.902072
-1995.161828,464,664.435878
62.421128,136,664.597931
-1290.861042,325,664.983711
-5461.803008,532,665.63292
41.044135,26,665.666075
-649.355349,262,665.978198
46.222443,21,666.007385
-574.88511,109,666.136842
-2740.990612,641,666.918946
-3091.316151,578,667.618855
-2452.391534,488,668.210474
-179.272126,231,668.502522
-2529.131992,204,668.729796
-283.584541,210,668.985023
-664.735772,369,669.452704
-5009.468935,567,670.134673
80.281119,103,670.262448
-35.91366,95,670.387604
-23.014179,41,670.438802
-54.470516,245,670.753633
-620.722631,148,670.914508
-2571.921115,610,671.660146
84.657973,70,671.733949
-963.942281,323,672.104732
-358.176297,82,672.200893
-836.815422,412,672.693053
-5236.163418,543,673.367571
-55.525696,147,673.547013
-1126.458803,375,674.039838
-373.761205,84,674.14977
-472.717045,218,674.430721
-1143.694976,368,674.897017
-2385.556186,510,675.534227
-1348.987865,360,675.97983
-5306.684864,538,676.651251
24.684046,408,677.205403
-121.321397,207,677.459086
-8398.412964,624,678.263547
-456.158877,156,678.456965
-401.715941,113,678.601543
75.052073,76,678.704711
-370.585427,268,679.060366
-553.7017,87,679.184624
-26.650015,34,679.227948
-632.181465,519,679.890778
-34.546238,110,680.023246
-5290.48072,532,680.669566
-1706.26915,262,680.99509
-807.192349,364,681.439915
-952.199078,374,681.90798
100.0,1,681.910365
-1391.181901,278,682.250226
-1414.053412,282,682.596482
-1327.560806,395,683.082031
-8165.732973,534,683.731423
-666.677111,620,684.485452
-13.927369,355,684.910276
-1343.444072,459,685.467119
-37.666481,94,685.584505
-1490.868237,587,686.289639
-200.434463,493,686.903675
-851.673874,231,687.166101
-2185.874272,743,688.047202
-1788.494427,519,688.666873
-1792.455267,225,688.950021
-181.95151,308,689.319951
51.681734,175,689.53057
82.680884,83,689.632957
-858.889298,480,690.238575
-376.36979,92,690.340835
-767.448986,355,690.713626
-1914.170487,590,691.402592
-853.052737,319,691.766682
-742.29185,453,692.307814
-159.947784,89,692.418653
-1988.623585,608,693.162493
-1497.370193,539,693.823135
-1137.873521,236,694.073094
-96.481664,233,694.34845
73.845281,62,694.42597
-73.558453,345,694.849293
-130.164253,154,695.035389
-1227.922713,522,695.651938
47.838923,21,695.678977
-2359.053661,650,696.495585
-2112.047574,533,697.164852
-430.640274,373,697.654827
-4060.060871,701,698.539324
-997.542452,348,698.984232
69.617302,151,699.196698
-155.415331,62,699.26953
-18.912367,34,699.311333
-3433.633552,529,699.943081
-1953.099996,562,700.629382
60.35022,204,700.882255
-598.919318,131,701.04494
-29.200538,42,701.109485
-25.787941,32,701.15211
-4942.010558,680,701.967579
-1674.785451,401,702.427807
-1528.321655,577,703.158856
-667.473834,92,703.262534
-648.582688,98,703.375271
46.983506,199,703.617197
82.095154,117,703.757867
-1393.184227,552,704.429069
-3062.734726,693,705.274117
-2006.426446,393,705.741179
-3271.743085,799,706.713513
-887.746264,414,707.22152
-82.757017,202,707.48752
-1601.871862,445,707.986434
-1741.058371,446,708.54127
-3136.433661,481,709.103388
-112.085085,79,709.201465
-46.694461,346,709.643003
-687.576906,278,709.986891
-5314.673796,558,710.694611
-1359.674252,465,711.296216
-42.589181,101,711.421615
68.858747,110,711.558162
-188.369647,206,711.813976
-7217.60818,534,712.501019
-2707.732073,605,713.244014
-2189.1679,544,713.923086
-3202.106312,783,714.854453
-5976.622046,606,715.588403
51.919324,212,715.837619
-1003.592549,494,716.418869
-25.138344,35,716.463797
-5837.919824,529,717.103899
46.026122,23,717.135155
-2969.826407,603,717.878075
-50.096936,92,717.987025
-15146.745647,888,719.071443
-455.784019,134,719.220553
-3106.414445,765,720.14802
-2517.919129,551,720.834508
-1074.760678,248,721.092926
-6865.35618,617,721.755633
35.493054,206,722.025609
-167.276827,72,722.114631
-2883.485727,539,722.775419
-353.220161,249,723.100203
-2270.35606,451,723.697721
-691.821099,270,724.018338
-5222.427713,557,724.702367
-884.588786,168,724.916398
-1339.132807,390,725.391352
-1475.675951,537,726.048357
-466.133598,247,726.363207
-2891.315414,486,726.961409
-2832.273864,520,727.570763
-63.027738,129,727.733525
-315.950241,157,727.939312
-792.073293,391,728.414767
-4442.675575,557,729.091512
-5829.778405,513,729.685746
42.948656,22,729.717158
-4129.579301,561,730.378952
-1843.080436,1058,731.686109
-446.162878,182,731.907065
-7385.531147,535,732.573699
-5663.232356,943,733.702722
-5072.832696,882,734.764817
-2466.947971,556,735.420759
-4154.511512,626,736.17209
-677.357313,587,736.89107
-575.497125,486,737.448698
-1605.432996,255,737.768728
-284.527319,116,737.909068
-646.080425,341,738.331989
-3359.48771,737,739.192052
-264.572935,102,739.316576
-1225.75389,478,739.883024
-146.559973,350,740.317843
-5541.536019,539,740.993583
-2309.575708,545,741.659856
-3597.596939,540,742.35316
15.426319,194,742.645244
-2454.739021,541,743.322074
-6827.705941,544,744.050058
-843.952246,149,744.236035
-319.917918,150,744.420419
-204.653447,235,744.731321
-275.352256,110,744.883944
-602.733265,416,745.464755
-4308.22523,833,746.509571
-4206.903515,704,747.387998
-29.799935,171,747.604416
-17.578559,120,747.75832
-921.26282,347,748.190537
-1873.519119,547,748.848497
-1084.197204,416,749.359638
-2097.254766,364,749.803042
-7452.734787,538,750.467943
-1307.713646,283,750.80927
-1139.813722,490,751.412907
-719.171211,430,751.927793
42.78911,22,751.954855
-279.019249,404,752.423546
-2856.686717,563,753.134948
-3718.23218,802,754.108932
100.0,1,754.112288
-4966.23631,722,755.012255
-602.146701,227,755.276731
-3501.276617,852,756.289479
-929.923238,501,756.893551
-891.294695,163,757.094067
-756.317777,149,757.272838
-202.596083,165,757.44674
-1556.626722,241,757.716443
83.995967,82,757.817402
-6224.069558,543,758.465947
-1085.775111,334,758.876272
-4211.676554,587,759.584852
9.726257,124,759.730627
-445.934008,253,760.051417
-1625.684272,409,760.559926
-1689.667098,500,761.156069
-6657.008809,712,761.998061
53.588175,240,762.269418
-6673.635896,664,763.036995
-120.294692,150,763.21495
-145.188922,288,763.567358
9.74815,102,763.690532
-4096.919961,800,764.666775
15.846075,233,764.965018
-1126.532031,223,765.213825
-747.207018,136,765.371639
29.971865,130,765.531573
-320.129336,340,765.969689
-1919.835362,532,766.599037
29.696061,130,766.754335
-5544.456656,843,767.781266
-956.675057,330,768.203894
-182.029792,185,768.415246
-2317.621538,526,769.047689
-703.490401,324,769.450445
-4292.135795,750,770.351307
-156.129392,63,770.428533
-2165.491686,588,771.100025
-388.690616,104,771.219971
-471.077838,454,771.769999
-25.644015,76,771.864151
-162.058832,65,771.943547
-152.348755,198,772.180606
-4557.010523,557,772.845351
-357.653066,469,773.422062
1.585472,128,773.578754
-1113.547595,187,773.819712
-1218.792836,145,773.982603
-374.196205,85,774.080975
-449.452882,284,774.411083
-350.74146,182,774.630157
-406.27332,168,774.833892
-484.764275,217,775.096973
-940.964607,464,775.663862
-28.008974,36,775.711627
-4374.713141,561,776.385361
75.502524,50,776.447261
-2538.821879,557,777.146179
-44.487197,99,777.277992
-1614.600025,557,777.93467
-867.56489,163,778.129575
-1755.280377,212,778.382494
-6712.517607,549,779.043923
-589.614108,205,779.290453
59.513128,216,779.570917
-40.666513,121,779.699687
100.0,1,779.704125
-182.711433,193,779.928831
-1322.111918,669,780.737844
-350.852693,393,781.211927
-424.538562,460,781.769261
-4498.455352,559,782.440065
-2049.691867,329,782.878581
-113.982796,274,783.165224
-2459.895935,671,783.972194
-992.808964,349,784.398093
-393.893889,192,784.634931
-1553.523665,212,784.891327
-270.568594,103,785.016186
-2432.638508,471,785.594934
-939.072683,479,786.168899
-580.101739,148,786.360799
14.44222,95,786.474541
-105.222754,89,786.583352
-290.201173,131,786.742747
-768.618531,456,787.296973
-1540.032436,231,787.592993
-4923.561397,608,788.330645
-34.666468,34,788.37573
44.345121,25,788.409015
-4015.010105,698,789.244256
-1351.807552,300,789.618421
-174.307682,70,789.700444
-1762.130572,465,790.211394
-294.137548,162,790.383784
-435.171446,179,790.59679
-956.68828,433,791.128394
-164.110291,158,791.321228
-417.352248,150,791.501434
-5246.745165,653,792.325845
-3948.861666,552,793.014338
-3533.54547,721,793.9026
90.118144,95,794.027264
33.914989,308,794.380661
-913.064658,292,794.735118
-588.749267,153,794.930523
-468.720602,96,795.046579
-3357.009159,551,795.71316
-2099.295398,413,796.222223
100.0,1,796.225389
-1694.437288,699,797.038329
-310.049171,159,797.234441
-95.613801,141,797.403673
-160.312158,214,797.660289
-2269.493032,555,798.322245
-65.81054,177,798.550501
-3105.866272,789,799.492997
-3789.226864,557,800.181741
-224.537386,242,800.477741
73.57587,60,800.545167
100.0,1,800.549748
-63.149341,417,801.039931
-4347.787977,575,801.72084
-1245.620479,638,802.502526
-202.856654,333,802.907204
-3240.395069,567,803.612282
-276.646691,420,804.112089
-6083.605534,636,804.88548
-2100.954226,543,805.53875
-4020.777494,621,806.290973
-6149.214464,622,807.037338
-880.12185,426,807.549008
-194.936629,440,808.094223
-258.636834,380,808.54673
-17.121612,36,808.592895
-1333.471807,430,809.101907
-151.945185,40,809.151704
80.700316,83,809.254251
-5238.864994,536,809.915275
-97.279637,170,810.126012
-3820.031103,823,811.140411
-96.734953,143,811.314394
-113.640639,108,811.451024
57.441624,211,811.712276
50.561552,195,811.964513
6.193502,112,812.10082
-2727.57992,681,812.922071
-3016.33299,571,813.585071
-273.614661,309,813.959752
-342.048311,151,814.145419
-339.225464,160,814.350378
-6079.672941,631,815.108132
-36.702258,88,815.213533
-1120.379756,412,815.71682
-3071.711653,611,816.441028
-554.924473,341,816.866772
-1474.114437,434,817.391273
-1061.307489,206,817.633829
84.315381,149,817.823177
-50.980084,107,817.952406
-2542.917906,631,818.712431
-2274.136091,550,819.395988
-1145.082693,217,819.636003
-1621.31664,448,820.144536
-3541.1767,485,820.742615
-308.5683,215,821.005108
-1019.263395,377,821.466449
-1479.825686,461,822.028014
-312.933575,158,822.22345
44.194425,22,822.255043
-404.867208,432,822.801003
-438.659399,710,823.624152
-114.178583,118,823.772277
-968.478671,205,824.032624
-1966.155615,311,824.409323
-158.448499,291,824.763946
100.0,1,824.766257
41.220463,437,825.306598
-898.074568,253,825.609874
-1507.931116,195,825.847072
