#{"t_start": 1606266109.279531, "env_id": null}
r,l,t
-646.730557,338,611.969693
-73.671761,103,612.089685
-972.206539,347,612.519289
-964.172709,141,612.708394
-575.121568,165,612.894538
-2506.726576,457,613.426499
-961.585645,396,613.9217
-359.552736,223,614.186542
-2592.214154,600,614.913353
-221.485287,48,614.975458
20.347509,106,615.10062
-1070.165406,264,615.4175
-29.225964,114,615.555802
57.42146,182,615.773004
100.0,1,615.774555
-350.416878,180,616.004506
-2720.716121,488,616.557518
-175.101169,163,616.754742
-2135.87312,501,617.366781
-853.516755,255,617.676173
-1295.639737,393,618.158794
-634.558436,258,618.485675
-193.743965,268,618.801911
-42.311865,93,618.916355
74.729382,68,618.999454
-947.145363,253,619.318809
-1382.73561,520,619.942589
-1283.130206,550,620.608263
-2301.850795,413,621.120868
-983.523923,363,621.556468
-1832.570708,335,621.984493
-133.975677,127,622.142193
-707.156121,349,622.562748
-419.478742,188,622.798684
-330.205447,279,623.148006
-1415.998915,574,623.811392
-3147.100691,916,624.877694
-1286.976738,357,625.267128
-31.324324,38,625.311405
-1190.71276,261,625.607419
-4875.502504,584,626.295691
-2090.087251,563,626.986348
-6495.942522,582,627.693488
-290.684413,129,627.85047
-585.828369,412,628.386151
-2022.326333,522,629.03281
-1522.795254,367,629.510546
-6506.288246,633,630.243512
-2441.825521,377,630.699754
-2660.891124,399,631.20709
-1362.471184,450,631.764627
-52.500953,495,632.360516
-928.779258,387,632.79313
-568.969879,348,633.223242
-8101.010709,550,633.901869
-289.36088,120,634.025936
-2973.2482,578,634.719857
-7975.320339,553,635.38263
-1025.015386,279,635.727112
-1792.74372,414,636.223291
-766.717031,296,636.605498
-1749.719581,201,636.837059
-3130.711883,564,637.504612
-152.644631,64,637.58491
-408.454314,155,637.782596
-228.980311,323,638.146576
78.015755,146,638.305338
-394.502537,97,638.416094
-523.833707,82,638.517009
-24.015512,306,638.878439
-367.55044,249,639.182311
-1082.836391,297,639.537242
-3143.200352,577,640.227485
-1870.106292,487,640.808542
-84.111111,227,641.083523
-2026.10483,316,641.461361
-2105.285902,508,642.053614
-497.093985,290,642.402279
86.121815,56,642.473897
-1429.267497,365,642.929714
-232.641375,47,642.987993
-1286.719055,347,643.407801
-2067.750138,521,644.03929
-98.685406,131,644.196846
-1554.350473,245,644.487228
-4263.089944,461,645.024379
-1264.466163,404,645.506295
-1582.431642,210,645.761181
-1433.718252,252,646.067242
-3138.685204,533,646.724324
-42.380545,86,646.831192
-591.712854,749,647.739361
-157.56267,321,648.139499
-36.739099,92,648.254266
-663.94033,89,648.361359
17.858747,318,648.735348
-354.929473,170,648.937952
8.524517,95,649.053093
-1763.058286,359,649.481614
-398.282681,176,649.694499
