#{"t_start": 1606268491.899233, "env_id": null}
r,l,t
-831.620647,244,433.447239
100.0,1,433.46484
-687.479804,276,433.728477
-265.824109,344,434.058671
-576.438907,234,434.26726
-1712.865684,349,434.581494
-284.735332,220,434.79554
-30.977579,115,434.91553
-118.698517,187,435.104333
-11063.346201,497,435.552756
32.030013,23,435.574577
-4098.02919,265,435.813501
-2882.826989,248,436.029374
-666.226354,637,436.626755
74.630368,191,436.818063
-1433.359111,215,437.035658
-579.752624,197,437.224792
-821.7629,312,437.537362
-3503.153917,200,437.732095
-426.270793,444,438.130678
-173.644165,167,438.315788
-1232.197631,148,438.46557
-412.622349,79,438.546693
