#{"t_start": 1607337599.7377625, "env_id": null}
r,l,t
-4956.396003,724,7608.578514
751.409602,177,7608.761011
853.880482,94,7608.86545
820.906197,279,7609.121545
-4138.715018,633,7609.762818
680.425806,207,7609.948678
-762.959626,587,7610.5407
897.247315,163,7610.693692
822.587387,350,7611.075503
-4032.13423,845,7611.943181
861.472352,568,7612.479596
-633.251586,521,7613.021461
949.748932,102,7613.123291
-1062.369441,894,7614.01063
-3205.975456,497,7614.521242
117.936536,254,7614.763214
814.187905,271,7615.018634
-4931.599292,624,7615.632554
-1367.750364,526,7616.129425
314.163875,234,7616.428533
856.56083,275,7616.658757
905.348746,173,7616.828406
900.534981,110,7616.969204
867.206122,439,7617.417176
912.905393,99,7617.52758
750.839781,179,7617.729289
62.271687,447,7618.143639
957.513945,105,7618.248116
-224.086964,339,7618.57125
-2113.295716,673,7619.193909
542.237742,182,7619.357125
71.10264,390,7619.755836
0.428676,564,7620.343204
-270.783668,386,7620.73645
-875.064843,624,7621.352463
757.5994,210,7621.536105
709.757676,461,7622.024654
470.160622,240,7622.267602
930.099746,93,7622.334372
984.685148,265,7622.610709
-5056.913285,589,7623.196566
67.383078,681,7623.871311
694.935843,435,7624.310421
207.825832,402,7624.717679
-4268.565468,672,7625.370269
909.829136,377,7625.764351
589.556432,161,7625.909063
867.485765,100,7626.015815
817.011457,113,7626.134421
882.123609,98,7626.239889
930.149356,114,7626.357469
-751.960239,490,7626.863453
941.543404,183,7627.031364
886.757741,131,7627.159288
570.187661,650,7627.875555
4.865843,465,7628.359175
-836.405353,503,7628.875773
-579.452787,455,7629.302359
-940.296406,476,7629.789854
792.610741,524,7630.313433
490.866215,415,7630.704864
-122.821362,581,7631.307376
-8082.869956,536,7631.828007
143.199401,231,7632.072417
837.714049,126,7632.202434
264.956714,434,7632.622676
208.394219,362,7632.997019
86.009581,472,7633.482311
349.459409,219,7633.669975
968.028218,149,7633.860956
845.25285,133,7633.989954
736.944436,434,7634.415841
838.302789,271,7634.683276
827.510658,220,7634.923947
-8594.913362,576,7635.478866
452.127062,217,7635.705985
-1359.475503,475,7636.192147
-967.940327,723,7636.912198
-12.01068,599,7637.508594
-369.815004,401,7637.909667
254.588322,263,7638.167968
-201.013976,542,7638.746587
854.738567,137,7638.891015
865.036498,165,7639.036552
272.096671,507,7639.546439
-1495.427455,397,7639.915835
-3397.26232,636,7640.506189
-1822.716212,577,7641.081156
223.386291,515,7641.60262
-153.444169,358,7642.007587
675.557156,146,7642.138641
-6199.7846,557,7642.678562
-1757.492626,465,7643.14342
607.750919,398,7643.515042
-250.284626,541,7644.047113
-1239.467799,324,7644.343633
735.126819,551,7644.914823
-781.481189,536,7645.426658
-210.718762,347,7645.758166
696.807174,294,7646.073208
976.495175,465,7646.490482
850.403579,130,7646.615943
135.110476,617,7647.239529
843.835714,575,7647.835855
670.968724,126,7647.957693
377.823822,261,7648.210621
982.264834,301,7648.487648
882.017488,545,7649.044106
624.496854,285,7649.355898
968.61292,336,7649.668326
-407.471163,616,7650.282493
993.199897,717,7650.983639
-3854.632462,1001,7651.938059
-708.637343,496,7652.41915
-786.083316,512,7652.914291
-3860.989076,968,7653.873506
-648.460637,545,7654.384655
-935.65019,664,7655.036964
-5686.318109,581,7655.633109
-3133.126849,919,7656.505523
884.597989,747,7657.222518
-873.039945,669,7657.88367
714.016395,994,7658.886536
-3565.685209,678,7659.554087
81.793923,456,7660.018724
500.792442,577,7660.565358
895.518833,644,7661.16774
975.556247,508,7661.675536
-4269.790752,1001,7662.633682
693.794782,157,7662.787493
-3091.335054,614,7663.400901
683.376099,275,7663.667073
407.826493,370,7664.031162
693.743443,258,7664.293731
927.884654,235,7664.546298
648.064783,867,7665.414038
971.32157,809,7666.21564
-759.044431,500,7666.725202
-5268.664777,1001,7667.688751
659.610214,385,7668.044213
738.197255,292,7668.329278
653.345097,415,7668.72514
977.261399,785,7669.508323
-3362.756082,1001,7670.492256
-3352.092459,1001,7671.489739
-4529.389338,1001,7672.464618
-192.766991,487,7672.998349
-3176.139782,1001,7673.918136
-112.244012,447,7674.368464
467.465993,257,7674.618576
-3303.444388,1001,7675.635603
-77.75115,363,7676.017287
-3122.220058,1001,7676.949997
-3537.8403,1001,7677.938947
364.993243,824,7678.782192
-3473.420735,1001,7679.810259
972.148689,394,7680.205831
476.606616,947,7681.121002
-507.299021,914,7682.012893
889.285794,506,7682.532297
-3120.356482,1001,7683.510109
-6026.453415,933,7684.407152
-3180.124288,1001,7685.416756
-1705.35786,754,7686.200273
67.271278,247,7686.457087
-1798.982039,814,7687.263813
-4138.414575,1001,7688.276922
-3325.378316,1001,7689.288666
685.066748,170,7689.43846
-1320.973957,924,7690.331852
985.214568,122,7690.457233
612.928231,137,7690.589069
687.834269,219,7690.82001
985.818327,931,7691.726562
496.622561,268,7692.029112
-493.023589,665,7692.681683
-2648.28875,764,7693.476931
-3880.659625,1001,7694.432438
799.167675,108,7694.513651
906.165419,97,7694.617319
-3293.568196,1001,7695.613561
-1453.256285,529,7696.148579
976.729846,345,7696.514978
315.901909,294,7696.846304
609.658673,178,7697.012746
983.691063,498,7697.528829
-3360.589573,710,7698.257276
351.675153,381,7698.635904
1000,1,7698.63826
-88.021917,308,7698.921875
874.30923,140,7699.060718
-3554.975008,1001,7700.055638
-257.440518,398,7700.447735
951.971098,351,7700.805591
913.056631,179,7700.976859
-86.494427,267,7701.288458
-3676.711183,672,7701.946023
310.93573,638,7702.608043
171.279487,480,7703.083284
190.248835,237,7703.299409
913.740565,498,7703.797947
109.712022,419,7704.246039
-979.821893,433,7704.661725
-270.485289,417,7705.070118
529.924414,98,7705.198068
-413.241409,442,7705.624267
862.589733,447,7706.078903
843.480211,286,7706.354948
219.616803,471,7706.83145
369.867889,716,7707.517108
779.838446,332,7707.864049
-1143.420343,461,7708.307701
-3215.763152,628,7708.9029
-3454.03022,654,7709.603301
826.349784,419,7710.007616
988.809867,46,7710.040769
-77.318506,323,7710.389801
645.307064,123,7710.51451
-121.990896,447,7710.922386
204.490408,389,7711.322025
-6910.312834,592,7711.931983
-691.274102,572,7712.502283
385.511755,137,7712.643271
745.977215,300,7712.956514
-744.802504,509,7713.475136
959.942519,85,7713.543634
870.519667,161,7713.733672
929.509094,108,7713.82086
960.586856,71,7713.909131
842.402112,605,7714.521061
865.349203,235,7714.755828
865.677257,165,7714.918531
854.708877,61,7714.968814
748.567999,471,7715.456777
988.867363,448,7715.929075
-2076.527374,763,7716.712135
985.170838,322,7717.023484
906.390497,257,7717.303716
622.083347,356,7717.665021
919.276923,385,7718.036867
984.092861,208,7718.227896
877.036999,90,7718.330655
848.587254,93,7718.431591
-4662.310618,789,7719.180816
954.231581,254,7719.432954
989.581556,56,7719.47383
848.03824,130,7719.595109
969.411254,84,7719.683349
877.25352,324,7720.013091
-269.2884,443,7720.45576
395.734428,585,7721.002124
-861.230122,579,7721.560779
-3497.256617,770,7722.308774
936.307621,187,7722.516081
-429.111077,698,7723.199277
730.149558,177,7723.39348
981.182087,313,7723.690468
234.94665,384,7724.065289
-193.303698,654,7724.720769
960.288533,132,7724.856323
644.147319,187,7725.052335
96.260148,572,7725.631449
250.268017,592,7726.251597
-1814.950588,749,7726.979805
120.413206,339,7727.314342
610.282496,200,7727.532329
886.146399,228,7727.756694
186.397316,358,7728.071839
846.855257,141,7728.221127
986.102798,61,7728.304842
-661.391736,438,7728.713008
-1630.879737,534,7729.212997
-1728.343356,662,7729.866224
282.615045,427,7730.296363
568.324061,357,7730.660545
-2262.657699,614,7731.303686
72.263835,445,7731.71992
666.695828,204,7731.940851
27.767449,201,7732.136014
719.513591,181,7732.329172
978.206963,60,7732.373068
-528.050944,612,7732.990421
-274.544666,409,7733.412769
-303.073325,377,7733.81131
150.394086,283,7734.125734
711.865895,194,7734.33097
25.120068,425,7734.754946
647.498927,144,7734.89573
855.039455,195,7735.100516
137.14781,404,7735.523354
-785.924158,475,7735.987986
-2257.437211,405,7736.411198
-1981.303919,673,7737.09642
-2164.130135,396,7737.51505
-71.383921,413,7737.905667
-1945.410212,551,7738.494651
-383.717061,562,7739.026601
717.316238,293,7739.330098
783.695025,300,7739.643312
-482.000838,346,7739.955834
-771.072284,352,7740.331045
214.580975,397,7740.733757
892.311822,182,7740.930056
943.241504,168,7741.085212
624.687523,333,7741.441672
667.805706,445,7741.872216
507.99967,404,7742.295774
289.242209,576,7742.895663
-475.422885,456,7743.347812
921.378175,105,7743.463778
826.692559,266,7743.71793
-220.262711,442,7744.176257
986.889681,52,7744.21651
985.786399,307,7744.525134
-165.105955,295,7744.834172
533.304543,430,7745.220291
782.667597,212,7745.467538
701.6076,212,7745.663277
330.009818,383,7746.062623
-1417.645952,484,7746.57964
850.394103,103,7746.689856
-87.757152,576,7747.278385
428.045919,352,7747.638927
612.407642,514,7748.152439
-939.911768,541,7748.731086
-5321.894287,833,7749.596878
-1082.919679,531,7750.132564
656.727042,174,7750.28511
682.197876,145,7750.4669
736.366045,144,7750.596977
-2692.036611,490,7751.097767
-1174.936765,420,7751.530464
702.982702,135,7751.665161
974.617187,195,7751.851426
718.329157,454,7752.31561
974.711599,584,7752.929269
806.398467,421,7753.335511
-2401.676921,611,7753.96982
847.939017,237,7754.181852
998.329252,214,7754.398874
-1445.279007,574,7755.009915
-3537.231768,553,7755.554555
959.510037,230,7755.800943
916.422518,74,7755.859239
-149.522242,443,7756.312349
75.667346,398,7756.74983
-556.290615,378,7757.132831
194.550293,378,7757.501488
-1601.974517,559,7758.0491
882.655861,212,7758.274377
-149.152093,454,7758.729538
928.08402,81,7758.830134
-1497.989,609,7759.403812
744.996445,295,7759.678977
-3514.61035,633,7760.308999
729.895654,150,7760.446278
338.85419,560,7761.050565
725.471579,131,7761.187766
414.027956,314,7761.485123
382.366123,244,7761.741806
155.595208,243,7761.970427
746.232232,286,7762.246426
-3062.133403,654,7762.911166
448.232475,296,7763.201869
277.452016,423,7763.657479
673.689103,175,7763.831746
913.350799,78,7763.927969
-1543.014548,506,7764.42973
-1343.009682,327,7764.725781
110.354574,256,7764.981607
734.887536,177,7765.174001
-397.610457,377,7765.566185
544.064502,348,7765.860386
-62.270415,359,7766.20578
362.174841,302,7766.475297
976.105131,275,7766.744801
639.029687,151,7766.877515
52.674216,344,7767.186176
352.156181,389,7767.631462
929.315632,71,7767.684173
-2977.105673,740,7768.37088
-336.238,548,7768.870172
-24.350017,448,7769.292755
652.610255,126,7769.425078
517.006553,310,7769.689936
-531.076317,557,7770.210374
-680.352686,484,7770.736232
-5305.287674,1001,7771.779782
859.212909,238,7772.020733
3.644128,473,7772.527363
842.653992,299,7772.802012
-1213.002012,521,7773.320613
983.876413,308,7773.627014
733.792947,172,7773.824658
949.401972,168,7773.973417
59.568964,480,7774.458251
602.552862,202,7774.639096
-486.158916,412,7775.076955
706.075274,390,7775.475706
825.73289,131,7775.611704
851.75909,370,7776.001563
-360.797917,693,7776.662359
247.572511,425,7777.064433
561.033583,366,7777.455286
-890.585583,450,7777.898831
858.208912,359,7778.23946
-3846.046604,624,7778.879806
978.866191,317,7779.219238
874.806271,557,7779.775025
273.452816,299,7780.061413
529.922071,533,7780.629493
-1848.0856,560,7781.183588
-1540.713883,331,7781.526784
535.571015,385,7781.905349
895.347542,211,7782.094217
853.9301,113,7782.206684
989.58277,321,7782.56159
242.675562,574,7783.0542
827.453636,532,7783.560255
-2344.055032,645,7784.137004
859.18142,416,7784.622253
975.670014,418,7784.994941
-1412.360681,599,7785.618366
-1154.803407,536,7786.11098
326.087952,426,7786.520279
-217.340857,607,7787.080947
-264.133949,435,7787.534093
867.460227,540,7788.070867
