#{"t_start": 1606305409.507581, "env_id": null}
r,l,t
-314.067787,148,381.990135
-521.996186,187,382.174578
-602.990532,297,382.455913
-548.260516,276,382.749451
-68.205411,241,382.952747
-795.32646,290,383.252768
-633.47567,390,383.623518
-2722.270826,416,384.015252
-201.848941,229,384.247108
-748.169192,376,384.608652
41.625076,21,384.625561
-328.645726,79,384.686744
-460.606926,184,384.887537
-997.727853,320,385.197222
-881.766271,125,385.320889
-910.659943,296,385.62154
67.162789,210,385.803721
-378.460571,770,386.554043
-350.513124,106,386.66649
-3437.849293,286,386.937818
-398.08284,144,387.096003
-576.846552,230,387.295415
-2684.558481,466,387.740538
-2085.323928,528,388.250813
-251.440827,419,388.639709
-555.767707,220,388.873198
-47.485112,116,388.989565
-4155.918719,452,389.414731
-585.821129,150,389.556019
-212.284063,354,389.882798
-1684.598615,472,390.342539
-244.598118,45,390.403214
-398.5041,511,390.908597
-907.810485,146,391.045104
-2593.510149,324,391.349243
71.847782,69,391.429152
-386.412584,503,391.929365
-115.769704,109,392.040899
-814.15968,287,392.316516
-161.646854,99,392.420577
-32.64989,161,392.556771
-397.167843,296,392.849989
-518.989321,232,393.089695
53.564202,187,393.262327
-794.418615,342,393.606442
-416.500992,146,393.7576
-65.355592,202,393.968761
-3078.596014,400,394.340408
-3455.388374,307,394.622545
-6.960935,89,394.724991
-974.302756,235,394.950249
-1080.528251,276,395.199749
-3390.762185,665,395.853794
-410.221855,348,396.208773
-908.533817,360,396.554286
-132.46173,260,396.831011
-437.019722,141,396.964358
-2293.816578,312,397.257613
27.125276,140,397.397483
-4803.828161,539,397.951159
-2123.877215,512,398.447206
-700.459839,356,398.791468
-57.221433,41,398.855513
-542.41241,253,399.089064
-647.255725,480,399.530003
-37.484618,197,399.741874
-2305.502163,598,400.33094
-1826.968526,446,400.742164
-2791.621441,537,401.245728
-412.090731,224,401.485982
-1314.00501,353,401.851585
-157.721846,77,401.907085
-280.283978,51,401.974149
-4799.073745,676,402.620959
-13.303624,64,402.700999
-1628.70326,316,402.998727
-34.917747,174,403.157899
-10.305644,141,403.312875
-583.553912,211,403.508376
-742.199036,374,403.859299
-1659.410316,610,404.465901
-2178.147149,422,404.87235
-2173.422972,224,405.095869
-701.501167,151,405.23712
-149.105939,98,405.338158
-205.629896,177,405.497568
-175.452215,177,405.673764
17.526478,326,405.957704
-4159.643851,510,406.424056
-378.380345,108,406.538385
-524.379538,271,406.798459
85.517869,53,406.86454
-950.675328,284,407.123719
-788.262778,253,407.383404
-95.877271,205,407.56851
-76.586913,223,407.7923
-4806.364123,507,408.275876
-2070.11779,441,408.703035
-2934.764173,437,409.146446
-2146.231601,226,409.384058
-1446.177713,444,409.800891
70.390586,149,409.943394
-833.222824,305,410.235112
-152.378226,572,410.776816
-2636.289957,259,411.033054
-1219.864226,333,411.384213
-2808.981619,564,411.931489
-123.642193,139,412.071924
-810.216778,386,412.490219
-423.871402,336,412.829911
-416.327426,120,412.943546
-647.480459,156,413.08815
-2537.15508,357,413.463741
-55.698978,99,413.572504
-322.618504,145,413.70912
-3825.509074,477,414.125978
-1595.319928,541,414.666195
-2731.413525,434,415.093743
61.999633,281,415.377744
-1660.205711,283,415.644623
-157.631246,233,415.878798
-1234.583835,317,416.204935
-1565.793146,304,416.479985
-1794.569889,302,416.783158
-97.393917,462,417.237797
-231.233484,295,417.523791
-354.135381,224,417.746766
-3393.895462,314,418.047902
-3685.209716,403,418.440479
71.404202,182,418.609239
34.729094,290,418.883981
-317.825847,139,419.046951
-3190.846376,496,419.510429
-495.02467,326,419.854642
-309.650971,339,420.205462
-760.404403,281,420.477854
-71.016012,150,420.614805
-43.211846,118,420.74039
-122.071873,174,420.9059
-1533.893423,264,421.176768
-1759.655804,299,421.482732
-3343.774287,436,421.907344
-34.981152,277,422.187312
-1059.775975,304,422.505876
-2231.803127,215,422.699815
-701.922682,264,422.954965
-670.240341,182,423.165591
-447.919018,256,423.420531
42.917326,21,423.438728
-1527.345507,303,423.727727
-538.332531,192,423.933511
-517.653247,88,424.032038
-494.32045,184,424.211655
-368.0766,158,424.361297
82.442904,92,424.464445
-3691.730273,430,424.863523
-4024.623885,544,425.379892
-311.789091,251,425.589727
39.048036,106,425.702942
-844.524236,292,426.007434
-1982.914723,405,426.399067
-537.815431,425,426.814306
-194.338449,235,427.065278
-2105.760332,586,427.619785
-1549.579842,266,427.895916
-2413.912027,303,428.173033
-2190.775932,401,428.536868
-914.481689,169,428.695922
40.202949,92,428.799556
-1341.464245,323,429.148665
-789.35906,370,429.512233
-827.586059,380,429.869294
-168.895317,204,430.104752
-1966.909404,410,430.494335
-732.425295,263,430.742812
-84.1372,114,430.853829
47.380431,138,431.001574
-512.169291,264,431.253699
-1032.876206,344,431.59391
-2156.671037,299,431.874861
-1722.139875,326,432.214026
-738.365153,147,432.354378
22.175908,33,432.381859
-306.387751,75,432.472832
-416.643347,178,432.641777
-1725.334619,297,432.965513
-78.185658,128,433.092904
-905.236762,184,433.263855
-137.154776,145,433.404653
45.902562,21,433.425054
-1924.42003,296,433.739172
79.011768,56,433.785924
